City,variable,time,value
Munich,Maximum Temperature of Warmest Month,2050,27.06666667
Cuiaba,Maximum Temperature of Warmest Month,2050,37.1
Kansas City,Maximum Temperature of Warmest Month,2050,36.16666667
Xian,Maximum Temperature of Warmest Month,2050,35.66666667
Memphis,Maximum Temperature of Warmest Month,2050,37.53333333
Chicago,Maximum Temperature of Warmest Month,2050,32.93333333
Nairobi,Maximum Temperature of Warmest Month,2050,29.13333333
Ahvaz,Maximum Temperature of Warmest Month,2050,48.7
Adelaide,Maximum Temperature of Warmest Month,2050,30.3
Perth,Maximum Temperature of Warmest Month,2050,32.5
Baghdad,Maximum Temperature of Warmest Month,2050,46.8
Cardiff,Maximum Temperature of Warmest Month,2050,24.16666667
Philadelphia,Maximum Temperature of Warmest Month,2050,33.66666667
Adana,Maximum Temperature of Warmest Month,2050,37.86666667
Queretaro,Maximum Temperature of Warmest Month,2050,33.1
Wellington,Maximum Temperature of Warmest Month,2050,24
Birmingham,Maximum Temperature of Warmest Month,2050,23.56666667
Belem,Maximum Temperature of Warmest Month,2050,35.36666667
Edinburgh,Maximum Temperature of Warmest Month,2050,21.96666667
Bir Lehlou,Maximum Temperature of Warmest Month,2050,44.03333333
Kigali,Maximum Temperature of Warmest Month,2050,30.13333333
Hartford,Maximum Temperature of Warmest Month,2050,32.33333333
Milwaukee,Maximum Temperature of Warmest Month,2050,31.2
"Washington, D.C.",Maximum Temperature of Warmest Month,2050,34.8
Mexico City,Maximum Temperature of Warmest Month,2050,30.16666667
Kermanshah,Maximum Temperature of Warmest Month,2050,39.03333333
Jaipur,Maximum Temperature of Warmest Month,2050,43
Tabriz,Maximum Temperature of Warmest Month,2050,34.83333333
Samara,Maximum Temperature of Warmest Month,2050,30.03333333
San Bernardino,Maximum Temperature of Warmest Month,2050,38.03333333
Mandalay,Maximum Temperature of Warmest Month,2050,39.73333333
Leon,Maximum Temperature of Warmest Month,2050,34.5
Canberra,Maximum Temperature of Warmest Month,2050,29.6
Tunis,Maximum Temperature of Warmest Month,2050,35.1
Torreon,Maximum Temperature of Warmest Month,2050,39.56666667
New York,Maximum Temperature of Warmest Month,2050,32.46666667
Hyderabad,Maximum Temperature of Warmest Month,2050,41.86666667
Hyderabad,Maximum Temperature of Warmest Month,2050,41.86666667
Las Vegas,Maximum Temperature of Warmest Month,2050,42.36666667
Indore,Maximum Temperature of Warmest Month,2050,42.53333333
Manaus,Maximum Temperature of Warmest Month,2050,36.23333333
Semarang,Maximum Temperature of Warmest Month,2050,35.93333333
Nanchong,Maximum Temperature of Warmest Month,2050,34.53333333
Asuncion,Maximum Temperature of Warmest Month,2050,36.13333333
Denver,Maximum Temperature of Warmest Month,2050,34.13333333
Juba,Maximum Temperature of Warmest Month,2050,39.33333333
Bangui,Maximum Temperature of Warmest Month,2050,36
Manila,Maximum Temperature of Warmest Month,2050,35.8
Lanzhou,Maximum Temperature of Warmest Month,2050,31.6
Niamey,Maximum Temperature of Warmest Month,2050,43.66666667
Lubumbashi,Maximum Temperature of Warmest Month,2050,34.76666667
Austin,Maximum Temperature of Warmest Month,2050,38.86666667
Dallas,Maximum Temperature of Warmest Month,2050,39.26666667
Calgary,Maximum Temperature of Warmest Month,2050,26.83333333
Puebla,Maximum Temperature of Warmest Month,2050,30.43333333
Melbourne,Maximum Temperature of Warmest Month,2050,28.2
Ashgabat,Maximum Temperature of Warmest Month,2050,40.36666667
Ogbomosho,Maximum Temperature of Warmest Month,2050,36.56666667
Bishkek,Maximum Temperature of Warmest Month,2050,34.46666667
Gujranwala,Maximum Temperature of Warmest Month,2050,43.53333333
Quito,Maximum Temperature of Warmest Month,2050,23.33333333
Taiyuan,Maximum Temperature of Warmest Month,2050,33.1
Ahmedabad,Maximum Temperature of Warmest Month,2050,43.2
Patna,Maximum Temperature of Warmest Month,2050,40.26666667
Kano,Maximum Temperature of Warmest Month,2050,40.46666667
Tel Aviv-Yafo,Maximum Temperature of Warmest Month,2050,34.66666667
Beirut,Maximum Temperature of Warmest Month,2050,34.36666667
Lusaka,Maximum Temperature of Warmest Month,2050,33.86666667
Ndjamena,Maximum Temperature of Warmest Month,2050,42.93333333
Guatemala,Maximum Temperature of Warmest Month,2050,29.13333333
Brazzaville,Maximum Temperature of Warmest Month,2050,34.33333333
Ho Chi Minh City,Maximum Temperature of Warmest Month,2050,36.4
Surat,Maximum Temperature of Warmest Month,2050,39.4
Al Hudaydah,Maximum Temperature of Warmest Month,2050,40.6
Bangalore,Maximum Temperature of Warmest Month,2050,36.3
Kaduna,Maximum Temperature of Warmest Month,2050,37.3
Kabul,Maximum Temperature of Warmest Month,2050,35.86666667
Zaria,Maximum Temperature of Warmest Month,2050,37.36666667
Bamako,Maximum Temperature of Warmest Month,2050,41.26666667
Rotterdam,Maximum Temperature of Warmest Month,2050,23.83333333
Valletta,Maximum Temperature of Warmest Month,2050,33.13333333
San Antonio,Maximum Temperature of Warmest Month,2050,38.43333333
Bujumbura,Maximum Temperature of Warmest Month,2050,33.8
Maracay,Maximum Temperature of Warmest Month,2050,34.3
Mashhad,Maximum Temperature of Warmest Month,2050,36
Kanpur,Maximum Temperature of Warmest Month,2050,43.4
Tirana,Maximum Temperature of Warmest Month,2050,33.26666667
Belfast,Maximum Temperature of Warmest Month,2050,21.06666667
New Delhi,Maximum Temperature of Warmest Month,2050,42.86666667
Abidjan,Maximum Temperature of Warmest Month,2050,33.93333333
Tegucigalpa,Maximum Temperature of Warmest Month,2050,31.93333333
Doha,Maximum Temperature of Warmest Month,2050,43.63333333
Kumasi,Maximum Temperature of Warmest Month,2050,35.13333333
Toluca,Maximum Temperature of Warmest Month,2050,26.63333333
Delhi,Maximum Temperature of Warmest Month,2050,42.83333333
Barcelona,Maximum Temperature of Warmest Month,2050,30.9
Amsterdam,Maximum Temperature of Warmest Month,2050,23.5
Istanbul,Maximum Temperature of Warmest Month,2050,30
Abuja,Maximum Temperature of Warmest Month,2050,36.46666667
Monterrey,Maximum Temperature of Warmest Month,2050,37.66666667
Boston,Maximum Temperature of Warmest Month,2050,31.36666667
Dodoma,Maximum Temperature of Warmest Month,2050,33.86666667
The Hague,Maximum Temperature of Warmest Month,2050,23.13333333
Dublin,Maximum Temperature of Warmest Month,2050,22.03333333
Jinan,Maximum Temperature of Warmest Month,2050,35.03333333
Mombasa,Maximum Temperature of Warmest Month,2050,34.7
Lisbon,Maximum Temperature of Warmest Month,2050,29.3
Lucknow,Maximum Temperature of Warmest Month,2050,42.86666667
Addis Ababa,Maximum Temperature of Warmest Month,2050,26.86666667
Richmond,Maximum Temperature of Warmest Month,2050,34.86666667
Banjul,Maximum Temperature of Warmest Month,2050,35.96666667
Changsha,Maximum Temperature of Warmest Month,2050,36.66666667
Jeddah,Maximum Temperature of Warmest Month,2050,41.33333333
La Paz,Maximum Temperature of Warmest Month,2050,22.03333333
Harbin,Maximum Temperature of Warmest Month,2050,30.63333333
Rawalpindi,Maximum Temperature of Warmest Month,2050,42.43333333
Yamoussoukro,Maximum Temperature of Warmest Month,2050,35.8
Charlotte,Maximum Temperature of Warmest Month,2050,35.5
Guiyang,Maximum Temperature of Warmest Month,2050,31.1
Windhoek,Maximum Temperature of Warmest Month,2050,34.9
Glasgow,Maximum Temperature of Warmest Month,2050,21.16666667
Wuhan,Maximum Temperature of Warmest Month,2050,36.06666667
Tripoli,Maximum Temperature of Warmest Month,2050,33.93333333
Batumi,Maximum Temperature of Warmest Month,2050,29.93333333
Ciudad Juarez,Maximum Temperature of Warmest Month,2050,38.63333333
Jakarta,Maximum Temperature of Warmest Month,2050,35.33333333
Bridgeport,Maximum Temperature of Warmest Month,2050,31.33333333
Porto,Maximum Temperature of Warmest Month,2050,27.33333333
Atlanta,Maximum Temperature of Warmest Month,2050,35.4
Ouagadougou,Maximum Temperature of Warmest Month,2050,41.3
Teresina,Maximum Temperature of Warmest Month,2050,39
Rabat,Maximum Temperature of Warmest Month,2050,29.96666667
Lilongwe,Maximum Temperature of Warmest Month,2050,32.66666667
Bangkok,Maximum Temperature of Warmest Month,2050,37.13333333
Palembang,Maximum Temperature of Warmest Month,2050,35.13333333
Rosario,Maximum Temperature of Warmest Month,2050,32.13333333
Cali,Maximum Temperature of Warmest Month,2050,32.73333333
Kolkata,Maximum Temperature of Warmest Month,2050,37.6
Monaco,Maximum Temperature of Warmest Month,2050,29
Conakry,Maximum Temperature of Warmest Month,2050,36.26666667
Medina,Maximum Temperature of Warmest Month,2050,46.03333333
Hangzhou,Maximum Temperature of Warmest Month,2050,35.73333333
Alexandria,Maximum Temperature of Warmest Month,2050,33.43333333
Malabo,Maximum Temperature of Warmest Month,2050,32.43333333
Goiania,Maximum Temperature of Warmest Month,2050,33.7
Harare,Maximum Temperature of Warmest Month,2050,30.8
Cordoba,Maximum Temperature of Warmest Month,2050,32.16666667
Santa Cruz,Maximum Temperature of Warmest Month,2050,34.36666667
Hanoi,Maximum Temperature of Warmest Month,2050,35.56666667
Islamabad,Maximum Temperature of Warmest Month,2050,42.26666667
Natal,Maximum Temperature of Warmest Month,2050,33.13333333
Paramaribo,Maximum Temperature of Warmest Month,2050,35.13333333
Sapporo,Maximum Temperature of Warmest Month,2050,28.73333333
Zibo,Maximum Temperature of Warmest Month,2050,34.73333333
Kuala Lumpur,Maximum Temperature of Warmest Month,2050,34.83333333
Mexicali,Maximum Temperature of Warmest Month,2050,44.23333333
Chengdu,Maximum Temperature of Warmest Month,2050,31.8
Haifa,Maximum Temperature of Warmest Month,2050,33.5
Nouakchott,Maximum Temperature of Warmest Month,2050,38.16666667
Auckland,Maximum Temperature of Warmest Month,2050,26.53333333
Nicosia,Maximum Temperature of Warmest Month,2050,38.26666667
Santiago,Maximum Temperature of Warmest Month,2050,31.46666667
Khartoum,Maximum Temperature of Warmest Month,2050,44.06666667
Faisalabad,Maximum Temperature of Warmest Month,2050,43.43333333
Rajshahi,Maximum Temperature of Warmest Month,2050,37.43333333
Seoul,Maximum Temperature of Warmest Month,2050,32.43333333
Bogor,Maximum Temperature of Warmest Month,2050,33.73333333
Panama City,Maximum Temperature of Warmest Month,2050,34.23333333
Chennai,Maximum Temperature of Warmest Month,2050,40.03333333
Bucaramanga,Maximum Temperature of Warmest Month,2050,30.76666667
Guayaquil,Maximum Temperature of Warmest Month,2050,33.33333333
Mogadishu,Maximum Temperature of Warmest Month,2050,34.43333333
Dubai,Maximum Temperature of Warmest Month,2050,42.53333333
Kelang,Maximum Temperature of Warmest Month,2050,34.53333333
Salvador,Maximum Temperature of Warmest Month,2050,32.13333333
Douala,Maximum Temperature of Warmest Month,2050,33.8
Arequipa,Maximum Temperature of Warmest Month,2050,25.9
Valencia,Maximum Temperature of Warmest Month,2050,32.9
Bissau,Maximum Temperature of Warmest Month,2050,35.26666667
Sao Tome,Maximum Temperature of Warmest Month,2050,31.76666667
Brasilia,Maximum Temperature of Warmest Month,2050,30.56666667
Shanghai,Maximum Temperature of Warmest Month,2050,34.16666667
Vientiane,Maximum Temperature of Warmest Month,2050,36.03333333
Buenos Aires,Maximum Temperature of Warmest Month,2050,30.33333333
Port-au-Prince,Maximum Temperature of Warmest Month,2050,35.93333333
Montevideo,Maximum Temperature of Warmest Month,2050,29.2
Shijianzhuang,Maximum Temperature of Warmest Month,2050,34.6
Providence,Maximum Temperature of Warmest Month,2050,30.76666667
Mbuji-Mayi,Maximum Temperature of Warmest Month,2050,34.86666667
Georgetown,Maximum Temperature of Warmest Month,2050,33.46666667
Orlando,Maximum Temperature of Warmest Month,2050,35.56666667
Khulna,Maximum Temperature of Warmest Month,2050,36.26666667
Cape Town,Maximum Temperature of Warmest Month,2050,27.63333333
Haiphong,Maximum Temperature of Warmest Month,2050,34.63333333
Reykjavik,Maximum Temperature of Warmest Month,2050,15.43333333
Mendoza,Maximum Temperature of Warmest Month,2050,33.53333333
Changchun,Maximum Temperature of Warmest Month,2050,30.1
Porto Alegre,Maximum Temperature of Warmest Month,2050,31.1
Joao Pessoa,Maximum Temperature of Warmest Month,2050,32.7
Port Harcourt,Maximum Temperature of Warmest Month,2050,33.66666667
Monrovia,Maximum Temperature of Warmest Month,2050,33.53333333
Fuzhou,Maximum Temperature of Warmest Month,2050,34.73333333
Dhaka,Maximum Temperature of Warmest Month,2050,36.13333333
Davao,Maximum Temperature of Warmest Month,2050,34.5
Nanjing,Maximum Temperature of Warmest Month,2050,34.5
Taizz,Maximum Temperature of Warmest Month,2050,36
Hiroshima,Maximum Temperature of Warmest Month,2050,33.8
Jacksonville,Maximum Temperature of Warmest Month,2050,35.9
Phoenix,Maximum Temperature of Warmest Month,2050,43.4
Pyongyang,Maximum Temperature of Warmest Month,2050,31.9
Libreville,Maximum Temperature of Warmest Month,2050,32.46666667
Phnom Penh,Maximum Temperature of Warmest Month,2050,36.46666667
Qingdao,Maximum Temperature of Warmest Month,2050,31.46666667
Ponta Delgada,Maximum Temperature of Warmest Month,2050,27.16666667
Hamilton,Maximum Temperature of Warmest Month,2050,31.76666667
Yaounde,Maximum Temperature of Warmest Month,2050,31.76666667
Bandar Lampung,Maximum Temperature of Warmest Month,2050,33.36666667
Hargeysa,Maximum Temperature of Warmest Month,2050,33.86666667
Zhengzhou,Maximum Temperature of Warmest Month,2050,34.86666667
Johor Bahru,Maximum Temperature of Warmest Month,2050,33.13333333
Medan,Maximum Temperature of Warmest Month,2050,34.53333333
Kuwait,Maximum Temperature of Warmest Month,2050,45.7
Multan,Maximum Temperature of Warmest Month,2050,44.9
Peshawar,Maximum Temperature of Warmest Month,2050,43
Incheon,Maximum Temperature of Warmest Month,2050,31.86666667
Cartagena,Maximum Temperature of Warmest Month,2050,33.76666667
Fukuoka,Maximum Temperature of Warmest Month,2050,33.76666667
Saint George's,Maximum Temperature of Warmest Month,2050,33.26666667
Shenyeng,Maximum Temperature of Warmest Month,2050,31.76666667
Vitoria,Maximum Temperature of Warmest Month,2050,33.26666667
Goyang,Maximum Temperature of Warmest Month,2050,32.23333333
New Orleans,Maximum Temperature of Warmest Month,2050,35.73333333
Benin City,Maximum Temperature of Warmest Month,2050,34.1
Colombo,Maximum Temperature of Warmest Month,2050,33.3
Houston,Maximum Temperature of Warmest Month,2050,36.3
Stanley,Maximum Temperature of Warmest Month,2050,14.2
Ibadan,Maximum Temperature of Warmest Month,2050,35.5
Makkah,Maximum Temperature of Warmest Month,2050,44.5
Port Moresby,Maximum Temperature of Warmest Month,2050,34
Recife,Maximum Temperature of Warmest Month,2050,32
Porto-Novo,Maximum Temperature of Warmest Month,2050,34.26666667
Singapore,Maximum Temperature of Warmest Month,2050,32.86666667
Tianjin,Maximum Temperature of Warmest Month,2050,32.96666667
Putrajaya,Maximum Temperature of Warmest Month,2050,34.36666667
Beijing,Maximum Temperature of Warmest Month,2050,33.23333333
Nagoya,Maximum Temperature of Warmest Month,2050,34.2
Tokyo,Maximum Temperature of Warmest Month,2050,32.4
Sri Jawewardenepura Kotte,Maximum Temperature of Warmest Month,2050,33.5
Pekanbaru,Maximum Temperature of Warmest Month,2050,34.3
Funchal,Maximum Temperature of Warmest Month,2050,26.86666667
Algiers,Maximum Temperature of Warmest Month,2050,32.56666667
Sao Luis,Maximum Temperature of Warmest Month,2050,33.63333333
Sucre,Maximum Temperature of Warmest Month,2050,27.13333333
Bandung,Maximum Temperature of Warmest Month,2050,31.23333333
Zamboanga,Maximum Temperature of Warmest Month,2050,33.83333333
Malang,Maximum Temperature of Warmest Month,2050,32.03333333
Accra,Maximum Temperature of Warmest Month,2050,33.9
Dili,Maximum Temperature of Warmest Month,2050,33.9
Hims,Maximum Temperature of Warmest Month,2050,34.9
Kyoto,Maximum Temperature of Warmest Month,2050,34.4
Virginia Beach,Maximum Temperature of Warmest Month,2050,32.7
Suva,Maximum Temperature of Warmest Month,2050,31.3
Gaza,Maximum Temperature of Warmest Month,2050,32.8
Kinshasa,Maximum Temperature of Warmest Month,2050,34.06666667
Sendai,Maximum Temperature of Warmest Month,2050,30.16666667
Padang,Maximum Temperature of Warmest Month,2050,33.46666667
Laayoune,Maximum Temperature of Warmest Month,2050,31.46666667
Havana,Maximum Temperature of Warmest Month,2050,34.16666667
Kananga,Maximum Temperature of Warmest Month,2050,34.03333333
Port Louis,Maximum Temperature of Warmest Month,2050,31.73333333
Cotonou,Maximum Temperature of Warmest Month,2050,33.5
Muscat,Maximum Temperature of Warmest Month,2050,40.5
Macau,Maximum Temperature of Warmest Month,2050,33.6
Joinville,Maximum Temperature of Warmest Month,2050,30.7
Caracas,Maximum Temperature of Warmest Month,2050,29.06666667
Pago Pago,Maximum Temperature of Warmest Month,2050,31.56666667
George Town,Maximum Temperature of Warmest Month,2050,33.56666667
Lome,Maximum Temperature of Warmest Month,2050,33.73333333
Suwon,Maximum Temperature of Warmest Month,2050,32.13333333
Willemstad,Maximum Temperature of Warmest Month,2050,33.23333333
Johannesburg,Maximum Temperature of Warmest Month,2050,28.33333333
Dalian,Maximum Temperature of Warmest Month,2050,30.1
Nampo,Maximum Temperature of Warmest Month,2050,30.7
Barranquilla,Maximum Temperature of Warmest Month,2050,34.3
Casablanca,Maximum Temperature of Warmest Month,2050,28.96666667
Gwangju,Maximum Temperature of Warmest Month,2050,33.26666667
Guangzhou,Maximum Temperature of Warmest Month,2050,34.63333333
Jinxi,Maximum Temperature of Warmest Month,2050,30.73333333
Lagos,Maximum Temperature of Warmest Month,2050,33.4
Noumea,Maximum Temperature of Warmest Month,2050,30.9
Dongguan,Maximum Temperature of Warmest Month,2050,34.5
Maputo,Maximum Temperature of Warmest Month,2050,32.5
Kampala,Maximum Temperature of Warmest Month,2050,30.26666667
Antananarivo,Maximum Temperature of Warmest Month,2050,29.36666667
Port Vila,Maximum Temperature of Warmest Month,2050,31.33333333
Valparaiso,Maximum Temperature of Warmest Month,2050,24.83333333
Agana,Maximum Temperature of Warmest Month,2050,32.43333333
Nanning,Maximum Temperature of Warmest Month,2050,34.63333333
Cebu,Maximum Temperature of Warmest Month,2050,34.7
Daejeon,Maximum Temperature of Warmest Month,2050,32.7
Praia,Maximum Temperature of Warmest Month,2050,32.1
Kunming,Maximum Temperature of Warmest Month,2050,26.46666667
Nukualofa,Maximum Temperature of Warmest Month,2050,31.06666667
Surabaya,Maximum Temperature of Warmest Month,2050,34.76666667
Grand Turk,Maximum Temperature of Warmest Month,2050,33.13333333
Almaty,Maximum Temperature of Warmest Month,2050,31.83333333
Taipei,Maximum Temperature of Warmest Month,2050,33.4
Bandar Seri Begawan,Maximum Temperature of Warmest Month,2050,33.1
Roseau,Maximum Temperature of Warmest Month,2050,33.1
Dar es Salaam,Maximum Temperature of Warmest Month,2050,33.3
Basseterre,Maximum Temperature of Warmest Month,2050,32.4
Merida,Maximum Temperature of Warmest Month,2050,35.7
Huambo,Maximum Temperature of Warmest Month,2050,31.16666667
Osaka,Maximum Temperature of Warmest Month,2050,34.26666667
Melekeok,Maximum Temperature of Warmest Month,2050,32.96666667
Oranjestad,Maximum Temperature of Warmest Month,2050,33.73333333
Palikir,Maximum Temperature of Warmest Month,2050,32.33333333
Basra,Maximum Temperature of Warmest Month,2050,44.63333333
Daegu,Maximum Temperature of Warmest Month,2050,33.1
Chittagong,Maximum Temperature of Warmest Month,2050,34.1
Papeete,Maximum Temperature of Warmest Month,2050,31.76666667
Shenzhen,Maximum Temperature of Warmest Month,2050,33.73333333
Kingston,Maximum Temperature of Warmest Month,2050,33.13333333
Saint John's,Maximum Temperature of Warmest Month,2050,32.2
Maceio,Maximum Temperature of Warmest Month,2050,31.2
Tampa,Maximum Temperature of Warmest Month,2050,34.8
Xiamen,Maximum Temperature of Warmest Month,2050,33.33333333
Fortaleza,Maximum Temperature of Warmest Month,2050,32.03333333
Honiara,Maximum Temperature of Warmest Month,2050,32.06666667
Ad Damman,Maximum Temperature of Warmest Month,2050,41.86666667
Brisbane,Maximum Temperature of Warmest Month,2050,31.33333333
San Francisco,Maximum Temperature of Warmest Month,2050,23.43333333
Tainan,Maximum Temperature of Warmest Month,2050,33.63333333
Busan,Maximum Temperature of Warmest Month,2050,30.8
Bloemfontein,Maximum Temperature of Warmest Month,2050,32.3
Maseru,Maximum Temperature of Warmest Month,2050,30.4
Kaohsiung,Maximum Temperature of Warmest Month,2050,32.5
Miami,Maximum Temperature of Warmest Month,2050,33.26666667
Belo Horizonte,Maximum Temperature of Warmest Month,2050,30.7
Belmopan,Maximum Temperature of Warmest Month,2050,33.4
Sydney,Maximum Temperature of Warmest Month,2050,28.1
Ulsan,Maximum Temperature of Warmest Month,2050,31.83333333
Taichung,Maximum Temperature of Warmest Month,2050,32.8
Pretoria,Maximum Temperature of Warmest Month,2050,31.4
Los Angeles,Maximum Temperature of Warmest Month,2050,31.76666667
Curitiba,Maximum Temperature of Warmest Month,2050,27.26666667
Tijuana,Maximum Temperature of Warmest Month,2050,28.46666667
Rio de Janeiro,Maximum Temperature of Warmest Month,2050,31.4
Hong Kong,Maximum Temperature of Warmest Month,2050,32.63333333
Campinas,Maximum Temperature of Warmest Month,2050,29.5
Freetown,Maximum Temperature of Warmest Month,2050,31.8
Florianopolis,Maximum Temperature of Warmest Month,2050,29.4
Benoni,Maximum Temperature of Warmest Month,2050,28.06666667
Luanda,Maximum Temperature of Warmest Month,2050,31.43333333
Sao Paulo,Maximum Temperature of Warmest Month,2050,28.1
Mbabane,Maximum Temperature of Warmest Month,2050,26.6
Asmara,Maximum Temperature of Warmest Month,2050,28.56666667
Kathmandu,Maximum Temperature of Warmest Month,2050,30.3
Gaborone,Maximum Temperature of Warmest Month,2050,34.76666667
Dakar,Maximum Temperature of Warmest Month,2050,32.4
Durban,Maximum Temperature of Warmest Month,2050,29.26666667
Vereeniging,Maximum Temperature of Warmest Month,2050,30.4
Oran,Maximum Temperature of Warmest Month,2050,30.46666667
Port Elizabeth,Maximum Temperature of Warmest Month,2050,26.6
San Diego,Maximum Temperature of Warmest Month,2050,28.36666667
Santos,Maximum Temperature of Warmest Month,2050,30.16666667
Ljubljana,Minimum Temperature of Coldest Month,2018,-6.400000095
Belgrade,Minimum Temperature of Coldest Month,2018,-4.599999905
Novi Sad,Minimum Temperature of Coldest Month,2018,-4.800000191
Budapest,Minimum Temperature of Coldest Month,2018,-4
Turin,Minimum Temperature of Coldest Month,2018,-1.200000048
Yerevan,Minimum Temperature of Coldest Month,2018,-10
Vienna,Minimum Temperature of Coldest Month,2018,-4.300000191
Bratislava,Minimum Temperature of Coldest Month,2018,-5.099999905
Banja Luka,Minimum Temperature of Coldest Month,2018,-5
Fez,Minimum Temperature of Coldest Month,2018,4
Zagreb,Minimum Temperature of Coldest Month,2018,-4.099999905
Milan,Minimum Temperature of Coldest Month,2018,-2.099999905
Tbilisi,Minimum Temperature of Coldest Month,2018,-4.199999809
Rostov,Minimum Temperature of Coldest Month,2018,-8.5
Konya,Minimum Temperature of Coldest Month,2018,-6.5
Podgorica,Minimum Temperature of Coldest Month,2018,-0.5
Marrakesh,Minimum Temperature of Coldest Month,2018,5
Skopje,Minimum Temperature of Coldest Month,2018,-5.5
Dnipro,Minimum Temperature of Coldest Month,2018,-9.300000191
Bucharest,Minimum Temperature of Coldest Month,2018,-7.800000191
Sarajevo,Minimum Temperature of Coldest Month,2018,-6
Lyon,Minimum Temperature of Coldest Month,2018,-1.200000048
Kiev,Minimum Temperature of Coldest Month,2018,-8.800000191
Prague,Minimum Temperature of Coldest Month,2018,-4.099999905
Warsaw,Minimum Temperature of Coldest Month,2018,-7
Qom,Minimum Temperature of Coldest Month,2018,-2.200000048
Pristina,Minimum Temperature of Coldest Month,2018,-7.400000095
Karaj,Minimum Temperature of Coldest Month,2018,-5.300000191
Ankara,Minimum Temperature of Coldest Month,2018,-7.400000095
Madrid,Minimum Temperature of Coldest Month,2018,0
Portland,Minimum Temperature of Coldest Month,2018,-2.299999952
Mosul,Minimum Temperature of Coldest Month,2018,1.200000048
Jerusalem,Minimum Temperature of Coldest Month,2018,2.400000095
Manchester,Minimum Temperature of Coldest Month,2018,-0.100000001
Tehran,Minimum Temperature of Coldest Month,2018,-1.5
Sofia,Minimum Temperature of Coldest Month,2018,-6
Berlin,Minimum Temperature of Coldest Month,2018,-3.900000095
Paris,Minimum Temperature of Coldest Month,2018,0.400000006
Seattle,Minimum Temperature of Coldest Month,2018,-0.400000006
Gaziantep,Minimum Temperature of Coldest Month,2018,-4
St. Petersburg,Minimum Temperature of Coldest Month,2018,-10.60000038
Tashkent,Minimum Temperature of Coldest Month,2018,-6.599999905
Irbil,Minimum Temperature of Coldest Month,2018,0.300000012
Stockholm,Minimum Temperature of Coldest Month,2018,-7.5
London,Minimum Temperature of Coldest Month,2018,0.200000003
Toronto,Minimum Temperature of Coldest Month,2018,-11.19999981
Vilnius,Minimum Temperature of Coldest Month,2018,-10.30000019
Kharkiv,Minimum Temperature of Coldest Month,2018,-10.69999981
Andorra,Minimum Temperature of Coldest Month,2018,-3.5
Luxembourg,Minimum Temperature of Coldest Month,2018,-2.799999952
Rangoon,Minimum Temperature of Coldest Month,2018,20.60000038
Isfahan,Minimum Temperature of Coldest Month,2018,-4.199999809
Cologne,Minimum Temperature of Coldest Month,2018,-1.399999976
Montreal,Minimum Temperature of Coldest Month,2018,-15.30000019
San Marino,Minimum Temperature of Coldest Month,2018,-1.299999952
Minsk,Minimum Temperature of Coldest Month,2018,-10.60000038
Athens,Minimum Temperature of Coldest Month,2018,4.300000191
Minneapolis,Minimum Temperature of Coldest Month,2018,-16.79999924
Ottawa,Minimum Temperature of Coldest Month,2018,-16
Vaduz,Minimum Temperature of Coldest Month,2018,-5.099999905
Columbus,Minimum Temperature of Coldest Month,2018,-8.899999619
Zurich,Minimum Temperature of Coldest Month,2018,-4
Bursa,Minimum Temperature of Coldest Month,2018,-0.600000024
Oslo,Minimum Temperature of Coldest Month,2018,-6.900000095
Chisinau,Minimum Temperature of Coldest Month,2018,-7.400000095
Indianapolis,Minimum Temperature of Coldest Month,2018,-9.399999619
Sacramento,Minimum Temperature of Coldest Month,2018,0.200000003
Pittsburgh,Minimum Temperature of Coldest Month,2018,-8.399999619
Amman,Minimum Temperature of Coldest Month,2018,1.299999952
St. Louis,Minimum Temperature of Coldest Month,2018,-7.599999905
Rome,Minimum Temperature of Coldest Month,2018,2.900000095
Moscow,Minimum Temperature of Coldest Month,2018,-12.69999981
Aguascalientes,Minimum Temperature of Coldest Month,2018,5.199999809
Cincinnati,Minimum Temperature of Coldest Month,2018,-7.900000095
Salt Lake City,Minimum Temperature of Coldest Month,2018,-9.199999809
Cleveland,Minimum Temperature of Coldest Month,2018,-8.600000381
Hamburg,Minimum Temperature of Coldest Month,2018,-3.099999905
Detroit,Minimum Temperature of Coldest Month,2018,-9.800000191
Baltimore,Minimum Temperature of Coldest Month,2018,-5.199999809
Buffalo,Minimum Temperature of Coldest Month,2018,-9
Vatican City,Minimum Temperature of Coldest Month,2018,2.799999952
Djibouti,Minimum Temperature of Coldest Month,2018,21.89999962
Dushanbe,Minimum Temperature of Coldest Month,2018,-5
Mariehamn,Minimum Temperature of Coldest Month,2018,-6.699999809
Brussels,Minimum Temperature of Coldest Month,2018,-1.200000048
Marseille,Minimum Temperature of Coldest Month,2018,4.5
Louisville,Minimum Temperature of Coldest Month,2018,-6
San Luis Potosi,Minimum Temperature of Coldest Month,2018,6.599999905
Naypyidaw,Minimum Temperature of Coldest Month,2018,16.89999962
Helsinki,Minimum Temperature of Coldest Month,2018,-9.399999619
Chongqing,Minimum Temperature of Coldest Month,2018,3.900000095
Tallinn,Minimum Temperature of Coldest Month,2018,-9.399999619
Urumqi,Minimum Temperature of Coldest Month,2018,-18.70000076
Baku,Minimum Temperature of Coldest Month,2018,-0.5
Aleppo,Minimum Temperature of Coldest Month,2018,-1
Kobenhavn,Minimum Temperature of Coldest Month,2018,-3
